SMILES,MDR1-MDCK2
C([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])O[C@@]1([C@]([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])([H])O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[H],110
CC(O)C(O)=O,2400
[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],1800
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,3000
CN1CCCC1C1=CC=CN=C1,40700
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,37800
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,210
NC(N)=O,1300
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,23600
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])([H])[H])[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],12200
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])=O)[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],1700
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,27700
CC(N)C(O)=O,2000
CN1N(C(=O)C=C1C)C1=CC=CC=C1,75700
CC1=CN(C2CC(N=[N]#N)C(CO)O2)C(=O)NC1=O,3500
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,77300
CN\C(NCCSCC1=C(C)NC=N1)=N/C#N,5600
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,21600
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,75200
[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]2([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]6([H])[C@]5([H])C([H])([H])[C@@]([H])(O[H])[C@]5(C([H])([H])[H])C([H])(C7=C([H])C(=O)OC7([H])[H])C([H])([H])C([H])([H])[C@]65O[H])C4([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H],36300
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,1400
OCC(O)CO,2500
C([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])O[C@@]1([C@]([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])([H])O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[H],3000
CC(O)C(O)=O,4600
[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],7800
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,10800
CN1CCCC1C1=CC=CN=C1,70100
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,69200
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,500
NC(N)=O,3700
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,91600
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])([H])[H])[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],53700
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])=O)[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],6300
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,56200
CC(N)C(O)=O,5500
CN1N(C(=O)C=C1C)C1=CC=CC=C1,75600
CC1=CN(C2CC(N=[N]#N)C(CO)O2)C(=O)NC1=O,6700
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,81500
CN\C(NCCSCC1=C(C)NC=N1)=N/C#N,2700
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,15700
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,74700
[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]2([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[C@@]4([H])C([H])([H])C([H])([H])[C@@]5(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@]6([H])[C@]5([H])C([H])([H])[C@@]([H])(O[H])[C@]5(C([H])([H])[H])C([H])(C7=C([H])C(=O)OC7([H])[H])C([H])([H])C([H])([H])[C@]65O[H])C4([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H],13700
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,2100
OCC(O)CO,2600
C([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])OC([C@@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])O[C@@]1([C@]([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])([H])O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[C@]1([C@@]([C@]([C@]([H])(O1)C([H])([H])O[H])([H])O[H])([H])O[H])C([H])([H])O[H],340
CC(O)C(O)=O,9800
[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],5700
CN1CCC23C4OC5=C(O)C=CC(CC1C2C=CC4O)=C35,6200
CN1CCCC1C1=CC=CN=C1,72500
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,64600
OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,461
NC(N)=O,3100
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,57900
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])([H])[H])[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],24400
[H]O[C@]1(C([H])([H])C([H])([H])[H])C([H])([H])N2C([H])([H])[C@]([H])(C1([H])[H])C([H])([H])[C@@](C(=O)OC([H])([H])[H])(C1=C(C3=C([H])C([H])=C([H])C([H])=C3N1[H])C([H])([H])C2([H])[H])C1=C(OC([H])([H])[H])C([H])=C2N(C([H])=O)[C@]3([H])[C@@]4(C2=C1[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])=C([H])[C@](C([H])([H])C([H])([H])[H])([C@@]41[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]3(O[H])C(=O)OC([H])([H])[H],2300
CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,56700
CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC(\C=C\C(O)=O)=N1,11700
CC(C)NCC(O)COC1=CC=CC=C1CC=C,461000
NC12CC3CC(CC(C3)C1)C2,427000
Cl.CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,474000
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,21700
CN1N(C(=O)C=C1C)C1=CC=CC=C1,792000
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=C(C=CC=C3)N2CC2=CC=C(F)C=C2)C=C1,184000
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,2600
OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,515000
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,194000
CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,641000
Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,547000
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,602000
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,25400
CCN(CC)CCCC(C)NC1=CC=NC2=C1C=CC(Cl)=C2,44900
CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,468000
CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,438000
CN(C)CC\C=C1\C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,260000
CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,4000
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,10800
CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,331000
CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,369000
ClC1=CC=CC(Cl)=C1NC1=NCCN1,529000
COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1,17900
CN(C)CCC=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,385000
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,15900
COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=C1O)C(C)=O)C2=O,5500
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,551000
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,43500
COC1=CC=C(C=C1)C1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)C1OC(C)=O,413000
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,698000
OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,28500
ClC1=CC=C2N(C3CCN(CCCN4C(=O)NC5=CC=CC=C45)CC3)C(=O)NC2=C1,18500
CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,451000
CN(C)CC\C=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2,542000
COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=C1O)C(=O)CO)C2=O,14500
CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,359000
CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,14800
CC[C@H]1CN2CCC3=CC(OC)=C(OC)C=C3[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,9600
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,900
COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12,21400
CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O,71200
CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,597000
CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,521000
